Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas3013             Pavarde3013          10          4          8          4          8
Vardas3014             Pavarde3014          9          3          7          3          6
Vardas3015             Pavarde3015          9          10          5          5          9
Vardas3016             Pavarde3016          5          10          10          1          7
Vardas3017             Pavarde3017          2          6          3          8          8
Vardas3018             Pavarde3018          9          6          8          8          1
Vardas3019             Pavarde3019          7          4          2          3          4
Vardas3020             Pavarde3020          8          6          10          6          6
Vardas3021             Pavarde3021          9          8          8          6          1
Vardas3022             Pavarde3022          10          10          1          7          10
Vardas3023             Pavarde3023          7          4          7          10          4
Vardas3024             Pavarde3024          1          2          4          8          7
Vardas3025             Pavarde3025          6          7          2          7          9
Vardas3026             Pavarde3026          2          4          1          1          9
Vardas3027             Pavarde3027          7          9          2          6          1
Vardas3028             Pavarde3028          7          1          5          4          8
Vardas3029             Pavarde3029          2          10          4          7          3
Vardas3030             Pavarde3030          4          2          10          10          10
Vardas3031             Pavarde3031          5          8          9          9          5
Vardas3032             Pavarde3032          2          4          5          9          3
Vardas3033             Pavarde3033          10          5          1          3          7
Vardas3034             Pavarde3034          4          7          7          6          5
Vardas3035             Pavarde3035          10          2          5          4          3
Vardas3036             Pavarde3036          3          2          1          3          10
Vardas3037             Pavarde3037          5          1          1          10          6
Vardas3038             Pavarde3038          10          7          2          6          5
Vardas3039             Pavarde3039          7          2          2          4          4
Vardas3040             Pavarde3040          10          8          2          8          2
Vardas3041             Pavarde3041          6          4          3          10          3
Vardas3042             Pavarde3042          3          8          6          5          9
Vardas3043             Pavarde3043          9          8          9          8          4
Vardas3044             Pavarde3044          1          2          3          3          6
Vardas3045             Pavarde3045          10          10          4          2          3
Vardas3046             Pavarde3046          6          9          5          4          1
Vardas3047             Pavarde3047          4          8          4          3          4
Vardas3048             Pavarde3048          2          7          5          4          3
Vardas3049             Pavarde3049          3          9          4          7          5
Vardas3050             Pavarde3050          9          3          3          6          2
Vardas3051             Pavarde3051          9          6          6          9          5
Vardas3052             Pavarde3052          7          6          2          6          3
Vardas3053             Pavarde3053          2          1          7          7          1
Vardas3054             Pavarde3054          7          6          6          4          5
Vardas3055             Pavarde3055          4          7          8          1          8
Vardas3056             Pavarde3056          8          5          4          7          4
Vardas3057             Pavarde3057          3          10          7          1          6
Vardas3058             Pavarde3058          4          2          1          3          2
Vardas3059             Pavarde3059          2          5          4          5          9
Vardas3060             Pavarde3060          9          8          6          8          6
Vardas3061             Pavarde3061          6          8          9          7          8
Vardas3062             Pavarde3062          8          9          10          3          8
Vardas3063             Pavarde3063          4          6          3          7          7
Vardas3064             Pavarde3064          10          8          10          10          9
Vardas3065             Pavarde3065          6          5          2          5          7
Vardas3066             Pavarde3066          8          10          9          3          1
Vardas3067             Pavarde3067          3          2          5          1          9
Vardas3068             Pavarde3068          3          4          8          3          3
Vardas3069             Pavarde3069          3          3          6          10          2
Vardas3070             Pavarde3070          9          6          5          4          1
Vardas3071             Pavarde3071          3          4          4          7          10
Vardas3072             Pavarde3072          6          10          10          8          5
Vardas3073             Pavarde3073          9          3          7          7          8
Vardas3074             Pavarde3074          1          5          4          4          9
Vardas3075             Pavarde3075          8          6          6          6          1
Vardas3076             Pavarde3076          5          3          4          2          2
Vardas3077             Pavarde3077          1          6          5          8          4
Vardas3078             Pavarde3078          8          9          7          5          8
Vardas3079             Pavarde3079          8          7          6          8          8
Vardas3080             Pavarde3080          5          7          4          1          7
Vardas3081             Pavarde3081          10          6          10          1          7
Vardas3082             Pavarde3082          3          8          2          6          4
Vardas3083             Pavarde3083          5          9          5          7          3
Vardas3084             Pavarde3084          4          5          6          5          3
Vardas3085             Pavarde3085          1          1          3          8          4
Vardas3086             Pavarde3086          2          10          1          9          2
Vardas3087             Pavarde3087          1          1          3          10          5
Vardas3088             Pavarde3088          6          9          6          4          9
Vardas3089             Pavarde3089          2          5          5          9          5
Vardas3090             Pavarde3090          9          1          5          2          6
Vardas3091             Pavarde3091          9          5          3          7          1
Vardas3092             Pavarde3092          3          8          5          4          4
Vardas3093             Pavarde3093          1          7          9          2          10
Vardas3094             Pavarde3094          8          5          5          1          5
Vardas3095             Pavarde3095          1          9          7          5          9
Vardas3096             Pavarde3096          9          2          9          10          7
Vardas3097             Pavarde3097          3          5          4          4          1
Vardas3098             Pavarde3098          1          4          1          1          3
Vardas3099             Pavarde3099          6          8          8          7          1
Vardas3100             Pavarde3100          5          6          6          7          4
Vardas3101             Pavarde3101          5          2          2          4          2
Vardas3102             Pavarde3102          3          10          6          4          2
Vardas3103             Pavarde3103          10          3          7          3          7
Vardas3104             Pavarde3104          2          8          3          1          6
Vardas3105             Pavarde3105          2          8          5          1          8
Vardas3106             Pavarde3106          6          7          9          3          10
Vardas3107             Pavarde3107          7          3          6          5          10
Vardas3108             Pavarde3108          5          4          1          9          1
Vardas3109             Pavarde3109          7          8          9          5          6
Vardas3110             Pavarde3110          5          4          4          9          3
Vardas3111             Pavarde3111          4          4          1          9          10
Vardas3112             Pavarde3112          8          8          9          7          2
Vardas3113             Pavarde3113          9          9          7          5          4
Vardas3114             Pavarde3114          4          3          10          3          5
Vardas3115             Pavarde3115          7          2          9          1          1
Vardas3116             Pavarde3116          7          4          6          1          9
Vardas3117             Pavarde3117          3          1          1          3          6
Vardas3118             Pavarde3118          9          8          9          4          7
Vardas3119             Pavarde3119          10          3          8          2          2
Vardas3120             Pavarde3120          3          4          5          10          6
Vardas3121             Pavarde3121          3          7          3          10          7
Vardas3122             Pavarde3122          2          7          9          4          5
Vardas3123             Pavarde3123          8          3          8          4          1
Vardas3124             Pavarde3124          1          8          5          3          9
Vardas3125             Pavarde3125          3          10          4          2          5
Vardas3126             Pavarde3126          5          9          6          1          8
Vardas3127             Pavarde3127          9          1          10          9          1
Vardas3128             Pavarde3128          3          7          3          6          8
Vardas3129             Pavarde3129          9          3          8          10          5
Vardas3130             Pavarde3130          7          7          4          6          7
Vardas3131             Pavarde3131          4          4          1          10          7
Vardas3132             Pavarde3132          5          4          7          10          7
Vardas3133             Pavarde3133          1          10          4          9          6
Vardas3134             Pavarde3134          1          10          3          5          10
Vardas3135             Pavarde3135          7          3          2          7          10
Vardas3136             Pavarde3136          1          4          3          9          5
Vardas3137             Pavarde3137          8          3          3          2          8
Vardas3138             Pavarde3138          2          9          6          5          2
Vardas3139             Pavarde3139          4          7          5          6          4
Vardas3140             Pavarde3140          3          4          5          3          1
Vardas3141             Pavarde3141          9          8          7          2          3
Vardas3142             Pavarde3142          1          6          9          8          7
Vardas3143             Pavarde3143          4          8          8          2          8
Vardas3144             Pavarde3144          10          1          1          8          7
Vardas3145             Pavarde3145          1          6          1          10          4
Vardas3146             Pavarde3146          3          4          4          8          4
Vardas3147             Pavarde3147          10          6          1          7          6
Vardas3148             Pavarde3148          2          7          2          9          2
Vardas3149             Pavarde3149          4          7          5          7          5
Vardas3150             Pavarde3150          2          10          1          1          3
Vardas3151             Pavarde3151          2          2          3          4          7
Vardas3152             Pavarde3152          4          2          7          1          3
Vardas3153             Pavarde3153          1          6          1          4          2
Vardas3154             Pavarde3154          8          6          9          4          8
Vardas3155             Pavarde3155          6          6          5          10          6
Vardas3156             Pavarde3156          2          10          8          6          8
Vardas3157             Pavarde3157          4          6          1          10          3
Vardas3158             Pavarde3158          3          1          9          7          5
Vardas3159             Pavarde3159          10          10          3          2          6
Vardas3160             Pavarde3160          8          4          4          1          7
Vardas3161             Pavarde3161          8          2          10          1          7
Vardas3162             Pavarde3162          10          7          3          5          3
Vardas3163             Pavarde3163          6          10          2          7          10
Vardas3164             Pavarde3164          8          7          9          10          8
Vardas3165             Pavarde3165          4          9          6          5          7
Vardas3166             Pavarde3166          5          1          9          2          1
Vardas3167             Pavarde3167          8          2          3          4          8
Vardas3168             Pavarde3168          7          4          2          5          10
Vardas3169             Pavarde3169          2          2          1          2          8
Vardas3170             Pavarde3170          6          1          10          9          6
Vardas3171             Pavarde3171          6          6          10          5          5
Vardas3172             Pavarde3172          6          8          4          4          10
Vardas3173             Pavarde3173          5          2          9          4          2
Vardas3174             Pavarde3174          4          4          3          8          2
Vardas3175             Pavarde3175          3          2          8          10          10
Vardas3176             Pavarde3176          6          3          1          3          7
Vardas3177             Pavarde3177          6          6          5          10          8
Vardas3178             Pavarde3178          9          6          3          2          10
Vardas3179             Pavarde3179          1          2          4          3          9
Vardas3180             Pavarde3180          3          2          7          5          3
Vardas3181             Pavarde3181          4          7          8          2          10
Vardas3182             Pavarde3182          6          10          6          8          8
Vardas3183             Pavarde3183          5          5          9          8          8
Vardas3184             Pavarde3184          4          8          1          8          8
Vardas3185             Pavarde3185          10          6          5          7          5
Vardas3186             Pavarde3186          8          5          4          7          1
Vardas3187             Pavarde3187          7          2          6          8          3
Vardas3188             Pavarde3188          6          4          2          10          6
Vardas3189             Pavarde3189          6          1          1          5          8
Vardas3190             Pavarde3190          4          9          7          10          6
Vardas3191             Pavarde3191          1          3          4          9          5
Vardas3192             Pavarde3192          4          1          10          1          2
Vardas3193             Pavarde3193          8          7          1          2          2
Vardas3194             Pavarde3194          5          2          3          9          4
Vardas3195             Pavarde3195          7          3          4          8          9
Vardas3196             Pavarde3196          5          1          2          5          4
Vardas3197             Pavarde3197          1          9          1          10          9
Vardas3198             Pavarde3198          4          4          1          10          5
Vardas3199             Pavarde3199          7          2          5          5          4
Vardas3200             Pavarde3200          3          7          8          10          8
Vardas3201             Pavarde3201          6          2          6          4          2
Vardas3202             Pavarde3202          1          2          5          10          7
Vardas3203             Pavarde3203          10          4          2          9          10
Vardas3204             Pavarde3204          4          3          8          7          6
Vardas3205             Pavarde3205          7          10          2          7          6
Vardas3206             Pavarde3206          3          8          7          5          10
Vardas3207             Pavarde3207          1          9          7          10          5
Vardas3208             Pavarde3208          2          2          5          1          6
Vardas3209             Pavarde3209          8          10          3          7          4
Vardas3210             Pavarde3210          10          2          10          5          8
Vardas3211             Pavarde3211          5          6          3          9          9
Vardas3212             Pavarde3212          4          7          8          4          2
Vardas3213             Pavarde3213          6          2          4          6          6
Vardas3214             Pavarde3214          4          6          4          8          5
Vardas3215             Pavarde3215          10          6          6          1          2
Vardas3216             Pavarde3216          6          10          10          2          3
Vardas3217             Pavarde3217          10          1          8          10          5
Vardas3218             Pavarde3218          8          1          9          5          4
Vardas3219             Pavarde3219          9          9          7          10          3
Vardas3220             Pavarde3220          5          4          5          3          5
Vardas3221             Pavarde3221          9          5          7          6          10
Vardas3222             Pavarde3222          9          10          7          10          7
Vardas3223             Pavarde3223          7          9          2          2          5
Vardas3224             Pavarde3224          2          2          5          3          1
Vardas3225             Pavarde3225          4          8          7          10          6
Vardas3226             Pavarde3226          1          1          8          3          6
Vardas3227             Pavarde3227          5          3          7          9          6
Vardas3228             Pavarde3228          6          2          4          9          8
Vardas3229             Pavarde3229          2          3          6          10          5
Vardas3230             Pavarde3230          6          3          8          4          10
Vardas3231             Pavarde3231          5          5          10          7          8
Vardas3232             Pavarde3232          7          9          4          6          8
Vardas3233             Pavarde3233          10          1          6          2          1
Vardas3234             Pavarde3234          6          7          5          5          3
Vardas3235             Pavarde3235          6          3          6          1          3
Vardas3236             Pavarde3236          10          2          9          2          3
Vardas3237             Pavarde3237          3          9          9          5          5
Vardas3238             Pavarde3238          3          5          9          9          1
Vardas3239             Pavarde3239          1          4          8          1          10
Vardas3240             Pavarde3240          3          6          4          8          4
Vardas3241             Pavarde3241          7          3          10          10          8
Vardas3242             Pavarde3242          5          3          10          4          2
Vardas3243             Pavarde3243          5          2          3          6          2
Vardas3244             Pavarde3244          2          6          5          2          3
Vardas3245             Pavarde3245          8          2          7          10          7
Vardas3246             Pavarde3246          5          6          7          7          5
Vardas3247             Pavarde3247          2          5          4          9          4
Vardas3248             Pavarde3248          10          10          10          7          4
Vardas3249             Pavarde3249          5          2          10          3          2
Vardas3250             Pavarde3250          2          10          1          3          9
Vardas3251             Pavarde3251          6          1          8          1          3
Vardas3252             Pavarde3252          8          1          9          10          4
Vardas3253             Pavarde3253          9          2          7          7          6
Vardas3254             Pavarde3254          10          6          6          3          6
Vardas3255             Pavarde3255          10          5          5          10          10
Vardas3256             Pavarde3256          3          2          8          10          3
Vardas3257             Pavarde3257          6          6          9          4          4
Vardas3258             Pavarde3258          6          4          6          1          2
Vardas3259             Pavarde3259          4          4          9          9          8
Vardas3260             Pavarde3260          10          2          10          2          5
Vardas3261             Pavarde3261          3          9          1          8          2
Vardas3262             Pavarde3262          4          9          4          1          4
Vardas3263             Pavarde3263          1          8          3          1          5
Vardas3264             Pavarde3264          5          8          10          4          10
Vardas3265             Pavarde3265          7          4          10          2          1
Vardas3266             Pavarde3266          1          7          5          1          5
Vardas3267             Pavarde3267          9          3          10          2          9
Vardas3268             Pavarde3268          7          9          6          5          2
Vardas3269             Pavarde3269          8          1          9          2          1
Vardas3270             Pavarde3270          4          1          9          7          6
Vardas3271             Pavarde3271          2          5          7          3          5
Vardas3272             Pavarde3272          2          7          8          3          5
Vardas3273             Pavarde3273          8          6          6          8          2
Vardas3274             Pavarde3274          7          3          7          5          9
Vardas3275             Pavarde3275          10          5          1          9          6
Vardas3276             Pavarde3276          3          8          5          10          8
Vardas3277             Pavarde3277          9          9          6          1          8
Vardas3278             Pavarde3278          5          5          1          7          5
Vardas3279             Pavarde3279          7          3          5          7          10
Vardas3280             Pavarde3280          5          9          8          3          9
Vardas3281             Pavarde3281          2          7          3          3          2
Vardas3282             Pavarde3282          5          6          4          10          8
Vardas3283             Pavarde3283          1          6          2          2          4
Vardas3284             Pavarde3284          2          3          2          8          7
Vardas3285             Pavarde3285          5          3          7          4          8
Vardas3286             Pavarde3286          4          7          9          9          10
Vardas3287             Pavarde3287          6          7          10          7          2
Vardas3288             Pavarde3288          8          3          1          2          9
Vardas3289             Pavarde3289          6          5          6          4          9
Vardas3290             Pavarde3290          3          4          2          8          7
Vardas3291             Pavarde3291          10          6          2          8          7
Vardas3292             Pavarde3292          9          4          6          10          2
Vardas3293             Pavarde3293          2          9          3          9          10
Vardas3294             Pavarde3294          10          7          3          10          10
Vardas3295             Pavarde3295          3          5          9          7          2
Vardas3296             Pavarde3296          4          2          1          10          9
Vardas3297             Pavarde3297          8          10          5          10          6
Vardas3298             Pavarde3298          7          3          2          8          10
Vardas3299             Pavarde3299          8          7          10          9          5
Vardas3300             Pavarde3300          2          6          4          10          7
Vardas3301             Pavarde3301          8          1          7          2          4
Vardas3302             Pavarde3302          3          10          3          4          6
Vardas3303             Pavarde3303          2          6          3          5          3
Vardas3304             Pavarde3304          6          9          1          6          6
Vardas3305             Pavarde3305          9          7          9          9          1
Vardas3306             Pavarde3306          4          6          6          8          1
Vardas3307             Pavarde3307          6          6          1          7          3
Vardas3308             Pavarde3308          10          7          10          8          4
Vardas3309             Pavarde3309          8          1          5          1          2
Vardas3310             Pavarde3310          4          7          5          6          10
Vardas3311             Pavarde3311          3          10          10          7          6
Vardas3312             Pavarde3312          8          1          6          1          7
Vardas3313             Pavarde3313          8          6          9          8          5
Vardas3314             Pavarde3314          1          1          6          9          7
Vardas3315             Pavarde3315          5          6          1          9          6
Vardas3316             Pavarde3316          6          9          2          2          5
Vardas3317             Pavarde3317          2          6          3          8          6
Vardas3318             Pavarde3318          8          1          6          8          6
Vardas3319             Pavarde3319          9          1          1          9          9
Vardas3320             Pavarde3320          7          4          2          2          9
Vardas3321             Pavarde3321          2          10          4          3          1
Vardas3322             Pavarde3322          5          6          3          10          1
Vardas3323             Pavarde3323          8          7          1          8          4
Vardas3324             Pavarde3324          4          10          8          5          7
Vardas3325             Pavarde3325          6          3          8          9          9
Vardas3326             Pavarde3326          1          3          8          8          1
Vardas3327             Pavarde3327          2          2          8          4          1
Vardas3328             Pavarde3328          3          8          10          8          3
Vardas3329             Pavarde3329          1          10          8          5          8
Vardas3330             Pavarde3330          6          9          1          7          9
Vardas3331             Pavarde3331          2          9          7          10          10
Vardas3332             Pavarde3332          5          5          6          4          8
Vardas3333             Pavarde3333          6          3          4          10          9
Vardas3334             Pavarde3334          6          4          5          7          9
Vardas3335             Pavarde3335          5          8          8          4          5
Vardas3336             Pavarde3336          2          3          8          5          6
Vardas3337             Pavarde3337          6          1          10          1          3
Vardas3338             Pavarde3338          9          2          10          1          10
Vardas3339             Pavarde3339          3          7          9          5          1
Vardas3340             Pavarde3340          1          7          7          3          1
Vardas3341             Pavarde3341          7          8          5          1          4
Vardas3342             Pavarde3342          4          1          10          4          5
Vardas3343             Pavarde3343          6          5          9          10          10
Vardas3344             Pavarde3344          9          2          5          2          7
Vardas3345             Pavarde3345          4          4          4          5          7
Vardas3346             Pavarde3346          3          1          2          8          7
Vardas3347             Pavarde3347          4          2          10          3          6
Vardas3348             Pavarde3348          3          5          4          8          4
Vardas3349             Pavarde3349          7          1          5          5          6
Vardas3350             Pavarde3350          3          2          1          9          10
Vardas3351             Pavarde3351          4          2          6          4          5
Vardas3352             Pavarde3352          6          3          10          6          2
Vardas3353             Pavarde3353          10          4          6          3          6
Vardas3354             Pavarde3354          1          8          6          7          6
Vardas3355             Pavarde3355          2          7          8          2          4
Vardas3356             Pavarde3356          6          9          2          8          3
Vardas3357             Pavarde3357          6          1          2          6          3
Vardas3358             Pavarde3358          8          10          6          8          1
Vardas3359             Pavarde3359          9          4          9          4          2
Vardas3360             Pavarde3360          9          3          1          4          5
Vardas3361             Pavarde3361          4          1          3          8          8
Vardas3362             Pavarde3362          8          8          4          5          1
Vardas3363             Pavarde3363          8          10          6          4          4
Vardas3364             Pavarde3364          3          7          7          1          2
Vardas3365             Pavarde3365          5          10          10          10          3
Vardas3366             Pavarde3366          8          9          3          7          7
Vardas3367             Pavarde3367          10          6          4          7          9
Vardas3368             Pavarde3368          5          2          2          7          1
Vardas3369             Pavarde3369          10          10          10          2          6
Vardas3370             Pavarde3370          1          5          3          6          3
Vardas3371             Pavarde3371          10          4          3          9          10
Vardas3372             Pavarde3372          9          8          1          1          7
Vardas3373             Pavarde3373          2          6          7          3          6
Vardas3374             Pavarde3374          6          7          10          3          10
Vardas3375             Pavarde3375          4          3          5          9          5
Vardas3376             Pavarde3376          1          4          6          1          10
Vardas3377             Pavarde3377          1          10          9          10          3
Vardas3378             Pavarde3378          4          8          6          9          6
Vardas3379             Pavarde3379          6          1          2          6          7
Vardas3380             Pavarde3380          10          9          8          8          10
Vardas3381             Pavarde3381          4          5          8          1          2
Vardas3382             Pavarde3382          3          3          4          9          5
Vardas3383             Pavarde3383          7          6          5          3          4
Vardas3384             Pavarde3384          8          9          7          3          6
Vardas3385             Pavarde3385          5          2          5          1          9
Vardas3386             Pavarde3386          8          1          10          3          5
Vardas3387             Pavarde3387          10          6          8          1          1
Vardas3388             Pavarde3388          4          6          7          9          7
Vardas3389             Pavarde3389          1          10          5          1          8
Vardas3390             Pavarde3390          6          5          6          2          9
Vardas3391             Pavarde3391          2          4          1          9          1
Vardas3392             Pavarde3392          4          2          1          6          10
Vardas3393             Pavarde3393          2          2          1          7          4
Vardas3394             Pavarde3394          8          6          1          7          8
Vardas3395             Pavarde3395          10          4          3          7          9
Vardas3396             Pavarde3396          8          8          6          4          6
Vardas3397             Pavarde3397          3          5          6          5          4
Vardas3398             Pavarde3398          6          9          3          9          7
Vardas3399             Pavarde3399          9          9          5          5          4
Vardas3400             Pavarde3400          4          8          1          6          4
Vardas3401             Pavarde3401          7          2          6          3          9
Vardas3402             Pavarde3402          10          4          7          1          3
Vardas3403             Pavarde3403          10          7          4          2          8
Vardas3404             Pavarde3404          7          8          1          7          2
Vardas3405             Pavarde3405          2          1          2          2          2
Vardas3406             Pavarde3406          6          5          9          1          10
Vardas3407             Pavarde3407          6          7          10          3          7
Vardas3408             Pavarde3408          2          4          3          7          7
Vardas3409             Pavarde3409          5          9          3          8          4
Vardas3410             Pavarde3410          10          4          9          3          10
Vardas3411             Pavarde3411          5          5          9          2          10
Vardas3412             Pavarde3412          6          10          5          3          10
Vardas3413             Pavarde3413          2          5          6          3          8
Vardas3414             Pavarde3414          9          4          6          3          8
Vardas3415             Pavarde3415          1          4          2          10          5
Vardas3416             Pavarde3416          8          10          6          8          9
Vardas3417             Pavarde3417          7          8          6          6          2
Vardas3418             Pavarde3418          9          6          4          4          2
Vardas3419             Pavarde3419          6          3          4          7          3
Vardas3420             Pavarde3420          8          3          2          3          10
Vardas3421             Pavarde3421          9          2          4          8          1
Vardas3422             Pavarde3422          8          8          3          6          2
Vardas3423             Pavarde3423          5          4          1          1          1
Vardas3424             Pavarde3424          5          10          10          3          6
Vardas3425             Pavarde3425          1          4          2          5          3
Vardas3426             Pavarde3426          5          6          5          9          3
Vardas3427             Pavarde3427          3          7          7          4          2
Vardas3428             Pavarde3428          10          1          1          6          7
Vardas3429             Pavarde3429          5          2          9          5          4
Vardas3430             Pavarde3430          6          4          3          1          10
Vardas3431             Pavarde3431          1          4          7          10          3
Vardas3432             Pavarde3432          7          8          5          9          8
Vardas3433             Pavarde3433          7          8          3          10          8
Vardas3434             Pavarde3434          8          7          2          10          9
Vardas3435             Pavarde3435          7          10          3          5          4
Vardas3436             Pavarde3436          5          10          7          10          4
Vardas3437             Pavarde3437          7          3          10          7          9
Vardas3438             Pavarde3438          1          8          5          5          10
Vardas3439             Pavarde3439          3          1          8          5          5
Vardas3440             Pavarde3440          10          4          6          4          9
Vardas3441             Pavarde3441          8          5          6          8          2
Vardas3442             Pavarde3442          3          4          1          5          4
Vardas3443             Pavarde3443          4          5          3          9          6
Vardas3444             Pavarde3444          2          1          9          6          5
Vardas3445             Pavarde3445          2          9          2          10          1
Vardas3446             Pavarde3446          6          7          6          2          5
Vardas3447             Pavarde3447          10          6          6          2          6
Vardas3448             Pavarde3448          10          6          2          1          10
Vardas3449             Pavarde3449          9          10          10          10          3
Vardas3450             Pavarde3450          6          3          9          1          8
Vardas3451             Pavarde3451          7          8          5          2          9
Vardas3452             Pavarde3452          3          6          5          5          8
Vardas3453             Pavarde3453          8          1          6          5          6
Vardas3454             Pavarde3454          8          5          1          2          6
Vardas3455             Pavarde3455          6          2          4          2          2
Vardas3456             Pavarde3456          8          4          5          10          6
Vardas3457             Pavarde3457          7          2          10          4          7
Vardas3458             Pavarde3458          1          8          8          3          3
Vardas3459             Pavarde3459          5          7          7          5          4
Vardas3460             Pavarde3460          2          2          6          9          7
Vardas3461             Pavarde3461          8          3          7          2          9
Vardas3462             Pavarde3462          5          6          5          9          8
Vardas3463             Pavarde3463          9          5          1          6          7
Vardas3464             Pavarde3464          5          9          7          1          3
Vardas3465             Pavarde3465          8          9          9          6          5
Vardas3466             Pavarde3466          3          7          8          3          8
Vardas3467             Pavarde3467          3          4          2          4          9
Vardas3468             Pavarde3468          2          9          5          5          10
Vardas3469             Pavarde3469          10          4          5          9          3
Vardas3470             Pavarde3470          6          3          2          5          4
Vardas3471             Pavarde3471          4          3          2          1          8
Vardas3472             Pavarde3472          7          2          3          5          3
Vardas3473             Pavarde3473          5          3          1          9          3
Vardas3474             Pavarde3474          6          6          3          9          5
Vardas3475             Pavarde3475          7          6          4          3          9
Vardas3476             Pavarde3476          7          3          5          8          6
Vardas3477             Pavarde3477          7          6          8          9          7
Vardas3478             Pavarde3478          3          8          6          10          5
Vardas3479             Pavarde3479          9          7          9          9          10
Vardas3480             Pavarde3480          10          1          7          3          2
Vardas3481             Pavarde3481          2          8          2          6          9
Vardas3482             Pavarde3482          1          8          1          7          8
Vardas3483             Pavarde3483          10          2          5          10          2
Vardas3484             Pavarde3484          2          8          2          1          9
Vardas3485             Pavarde3485          3          6          8          9          3
Vardas3486             Pavarde3486          3          6          10          7          6
Vardas3487             Pavarde3487          10          9          6          4          10
Vardas3488             Pavarde3488          5          8          6          9          7
Vardas3489             Pavarde3489          10          3          8          10          8
Vardas3490             Pavarde3490          10          1          10          9          9
Vardas3491             Pavarde3491          7          6          9          8          10
Vardas3492             Pavarde3492          8          2          2          10          2
Vardas3493             Pavarde3493          6          10          2          3          6
Vardas3494             Pavarde3494          4          3          4          9          10
Vardas3495             Pavarde3495          8          3          9          5          3
Vardas3496             Pavarde3496          5          4          8          4          10
Vardas3497             Pavarde3497          2          3          1          1          8
Vardas3498             Pavarde3498          9          1          1          7          9
Vardas3499             Pavarde3499          6          3          6          7          8
Vardas3500             Pavarde3500          2          10          8          2          7
Vardas3501             Pavarde3501          9          5          3          1          6
Vardas3502             Pavarde3502          5          7          6          4          8
Vardas3503             Pavarde3503          5          7          1          2          6
Vardas3504             Pavarde3504          2          2          1          7          3
Vardas3505             Pavarde3505          9          4          1          1          5
Vardas3506             Pavarde3506          7          4          3          8          7
Vardas3507             Pavarde3507          2          9          2          10          5
Vardas3508             Pavarde3508          8          9          10          7          6
Vardas3509             Pavarde3509          2          6          4          5          9
Vardas3510             Pavarde3510          5          10          2          4          6
