Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas606             Pavarde606          5          10          4          10          6
Vardas607             Pavarde607          1          3          9          6          3
Vardas608             Pavarde608          9          10          4          4          2
Vardas609             Pavarde609          3          1          3          2          2
Vardas610             Pavarde610          3          9          10          2          5
Vardas611             Pavarde611          5          1          3          10          8
Vardas612             Pavarde612          7          5          8          5          7
Vardas613             Pavarde613          7          7          10          7          3
Vardas614             Pavarde614          9          2          1          7          8
Vardas615             Pavarde615          5          8          10          5          8
Vardas616             Pavarde616          6          5          8          1          7
Vardas617             Pavarde617          4          3          3          5          9
Vardas618             Pavarde618          6          8          10          6          6
Vardas619             Pavarde619          8          8          2          1          4
Vardas620             Pavarde620          3          10          6          6          3
Vardas621             Pavarde621          6          9          5          4          10
Vardas622             Pavarde622          9          6          10          5          5
Vardas623             Pavarde623          1          4          5          10          7
Vardas624             Pavarde624          8          8          6          1          8
Vardas625             Pavarde625          1          3          1          9          1
Vardas626             Pavarde626          7          6          10          4          10
Vardas627             Pavarde627          6          7          1          4          8
Vardas628             Pavarde628          6          7          3          10          1
Vardas629             Pavarde629          1          2          4          5          2
Vardas630             Pavarde630          9          6          7          3          7
Vardas631             Pavarde631          1          8          10          8          4
Vardas632             Pavarde632          7          8          3          8          1
Vardas633             Pavarde633          7          8          5          8          2
Vardas634             Pavarde634          8          2          1          6          4
Vardas635             Pavarde635          8          7          6          5          1
Vardas636             Pavarde636          6          8          9          5          3
Vardas637             Pavarde637          8          1          7          8          1
Vardas638             Pavarde638          2          5          9          9          2
Vardas639             Pavarde639          5          2          1          6          3
Vardas640             Pavarde640          3          5          1          7          10
Vardas641             Pavarde641          7          8          1          5          10
Vardas642             Pavarde642          7          3          9          1          4
Vardas643             Pavarde643          1          4          10          5          7
Vardas644             Pavarde644          9          9          6          8          5
Vardas645             Pavarde645          4          6          2          3          6
Vardas646             Pavarde646          1          5          7          4          7
Vardas647             Pavarde647          5          1          9          5          6
Vardas648             Pavarde648          7          5          1          8          8
Vardas649             Pavarde649          6          8          6          7          8
Vardas650             Pavarde650          3          8          1          3          2
Vardas651             Pavarde651          8          6          4          5          1
Vardas652             Pavarde652          1          7          10          9          3
Vardas653             Pavarde653          2          2          3          6          8
Vardas654             Pavarde654          1          7          1          10          5
Vardas655             Pavarde655          1          5          8          6          7
Vardas656             Pavarde656          1          3          2          4          10
Vardas657             Pavarde657          4          9          2          3          8
Vardas658             Pavarde658          4          4          5          4          10
Vardas659             Pavarde659          3          6          4          7          7
Vardas660             Pavarde660          4          9          2          7          6
Vardas661             Pavarde661          6          7          2          6          9
Vardas662             Pavarde662          10          8          6          7          6
Vardas663             Pavarde663          6          7          8          7          3
Vardas664             Pavarde664          2          9          8          9          3
Vardas665             Pavarde665          2          8          9          6          1
Vardas666             Pavarde666          5          8          3          5          1
Vardas667             Pavarde667          4          6          8          6          9
Vardas668             Pavarde668          5          6          3          9          6
Vardas669             Pavarde669          9          8          3          7          6
Vardas670             Pavarde670          4          7          7          2          9
Vardas671             Pavarde671          8          2          7          8          8
Vardas672             Pavarde672          10          1          5          9          4
Vardas673             Pavarde673          1          6          10          5          3
Vardas674             Pavarde674          3          6          9          1          1
Vardas675             Pavarde675          1          8          6          5          3
Vardas676             Pavarde676          6          9          5          6          7
Vardas677             Pavarde677          5          8          9          9          2
Vardas678             Pavarde678          9          7          7          4          1
Vardas679             Pavarde679          7          10          7          9          5
Vardas680             Pavarde680          2          6          9          5          9
Vardas681             Pavarde681          7          6          10          10          6
Vardas682             Pavarde682          3          7          10          3          8
Vardas683             Pavarde683          6          9          1          5          8
Vardas684             Pavarde684          7          10          10          6          5
Vardas685             Pavarde685          3          2          1          9          7
Vardas686             Pavarde686          5          4          10          10          5
Vardas687             Pavarde687          10          1          2          8          3
Vardas688             Pavarde688          3          5          2          8          8
Vardas689             Pavarde689          5          8          2          7          7
Vardas690             Pavarde690          4          3          10          5          3
Vardas691             Pavarde691          10          7          3          8          5
Vardas692             Pavarde692          7          9          3          3          9
Vardas693             Pavarde693          10          10          6          2          7
Vardas694             Pavarde694          2          9          9          4          6
Vardas695             Pavarde695          4          1          3          4          1
Vardas696             Pavarde696          1          8          3          9          1
Vardas697             Pavarde697          3          7          10          2          7
Vardas698             Pavarde698          3          8          8          1          6
Vardas699             Pavarde699          8          8          4          4          10
Vardas700             Pavarde700          5          4          3          3          5
Vardas701             Pavarde701          7          6          4          8          10
Vardas702             Pavarde702          3          8          10          2          5
Vardas703             Pavarde703          9          1          9          3          5
Vardas704             Pavarde704          2          5          3          3          5
Vardas705             Pavarde705          3          3          4          1          7
Vardas706             Pavarde706          4          3          10          3          9
Vardas707             Pavarde707          5          5          5          8          6
Vardas708             Pavarde708          5          4          4          9          2
Vardas709             Pavarde709          2          8          8          2          3
Vardas710             Pavarde710          1          9          8          3          7
Vardas711             Pavarde711          1          1          1          1          7
Vardas712             Pavarde712          5          5          1          9          8
Vardas713             Pavarde713          8          7          9          6          8
Vardas714             Pavarde714          3          6          4          8          10
Vardas715             Pavarde715          3          2          4          7          6
Vardas716             Pavarde716          10          2          4          10          3
Vardas717             Pavarde717          8          10          1          2          9
Vardas718             Pavarde718          1          9          6          7          9
Vardas719             Pavarde719          8          9          10          6          9
Vardas720             Pavarde720          5          6          8          10          2
Vardas721             Pavarde721          9          10          5          10          7
Vardas722             Pavarde722          4          4          6          9          3
Vardas723             Pavarde723          3          2          1          6          7
Vardas724             Pavarde724          10          3          4          5          6
Vardas725             Pavarde725          9          1          4          8          5
Vardas726             Pavarde726          7          7          6          7          7
Vardas727             Pavarde727          8          2          4          1          8
Vardas728             Pavarde728          3          4          8          1          6
Vardas729             Pavarde729          7          5          9          5          6
Vardas730             Pavarde730          6          5          4          8          9
Vardas731             Pavarde731          9          1          1          3          7
Vardas732             Pavarde732          1          10          2          9          1
Vardas733             Pavarde733          10          5          3          6          2
Vardas734             Pavarde734          5          10          1          10          6
Vardas735             Pavarde735          7          1          10          3          8
Vardas736             Pavarde736          2          7          7          3          4
Vardas737             Pavarde737          8          7          5          5          1
Vardas738             Pavarde738          8          4          3          10          9
Vardas739             Pavarde739          8          1          6          4          2
Vardas740             Pavarde740          1          10          6          2          2
Vardas741             Pavarde741          4          1          2          6          6
Vardas742             Pavarde742          8          8          7          9          10
Vardas743             Pavarde743          2          8          9          6          2
Vardas744             Pavarde744          8          1          10          10          1
Vardas745             Pavarde745          1          7          8          8          7
Vardas746             Pavarde746          9          4          3          6          8
Vardas747             Pavarde747          1          2          2          4          6
Vardas748             Pavarde748          7          10          4          2          5
Vardas749             Pavarde749          8          4          2          7          6
Vardas750             Pavarde750          3          5          10          3          8
Vardas751             Pavarde751          9          9          2          8          6
Vardas752             Pavarde752          4          1          10          8          10
Vardas753             Pavarde753          8          4          10          2          1
Vardas754             Pavarde754          1          5          8          7          9
Vardas755             Pavarde755          2          10          9          5          4
Vardas756             Pavarde756          1          7          9          7          4
Vardas757             Pavarde757          10          5          5          5          10
Vardas758             Pavarde758          8          8          6          5          2
Vardas759             Pavarde759          1          10          10          8          2
Vardas760             Pavarde760          9          1          3          5          7
Vardas761             Pavarde761          8          3          8          3          1
Vardas762             Pavarde762          2          10          1          8          5
Vardas763             Pavarde763          1          1          7          7          5
Vardas764             Pavarde764          1          3          1          4          4
Vardas765             Pavarde765          1          7          1          3          7
Vardas766             Pavarde766          8          7          9          7          6
Vardas767             Pavarde767          4          6          8          10          7
Vardas768             Pavarde768          10          5          9          9          8
Vardas769             Pavarde769          6          3          3          7          9
Vardas770             Pavarde770          1          2          10          5          8
Vardas771             Pavarde771          4          5          6          9          1
Vardas772             Pavarde772          1          8          5          1          1
Vardas773             Pavarde773          2          9          9          6          6
Vardas774             Pavarde774          6          8          10          7          6
Vardas775             Pavarde775          4          6          6          3          3
Vardas776             Pavarde776          2          7          7          1          7
Vardas777             Pavarde777          7          7          4          9          8
Vardas778             Pavarde778          3          1          8          8          2
Vardas779             Pavarde779          2          10          6          4          10
Vardas780             Pavarde780          5          6          4          10          6
Vardas781             Pavarde781          6          3          9          5          5
Vardas782             Pavarde782          7          3          10          9          8
Vardas783             Pavarde783          3          5          1          4          4
Vardas784             Pavarde784          8          10          4          8          10
Vardas785             Pavarde785          6          7          10          8          1
Vardas786             Pavarde786          4          6          7          5          3
Vardas787             Pavarde787          8          7          7          8          2
Vardas788             Pavarde788          3          4          5          4          10
Vardas789             Pavarde789          1          6          3          9          4
Vardas790             Pavarde790          6          7          6          2          2
Vardas791             Pavarde791          7          8          10          5          2
Vardas792             Pavarde792          2          1          2          1          1
Vardas793             Pavarde793          9          9          10          4          9
Vardas794             Pavarde794          2          9          6          10          8
Vardas795             Pavarde795          6          8          8          6          5
Vardas796             Pavarde796          4          2          3          8          6
Vardas797             Pavarde797          3          3          6          1          3
Vardas798             Pavarde798          10          9          8          5          9
Vardas799             Pavarde799          5          6          10          5          8
Vardas800             Pavarde800          4          6          3          10          7
Vardas801             Pavarde801          3          5          7          1          3
Vardas802             Pavarde802          10          9          2          7          4
Vardas803             Pavarde803          1          3          2          4          9
Vardas804             Pavarde804          9          3          9          8          8
Vardas805             Pavarde805          6          1          4          1          3
Vardas806             Pavarde806          10          8          4          3          2
Vardas807             Pavarde807          7          8          4          6          2
Vardas808             Pavarde808          6          6          1          7          7
Vardas809             Pavarde809          6          5          8          1          4
Vardas810             Pavarde810          3          6          2          8          8
Vardas811             Pavarde811          9          5          10          1          8
Vardas812             Pavarde812          10          10          10          5          1
Vardas813             Pavarde813          8          3          7          8          2
Vardas814             Pavarde814          1          5          8          6          9
Vardas815             Pavarde815          2          3          8          6          1
Vardas816             Pavarde816          1          4          7          6          5
Vardas817             Pavarde817          7          8          6          7          9
Vardas818             Pavarde818          4          10          5          7          7
Vardas819             Pavarde819          10          10          3          9          1
Vardas820             Pavarde820          9          5          7          2          7
Vardas821             Pavarde821          9          5          2          7          2
Vardas822             Pavarde822          6          3          1          10          1
Vardas823             Pavarde823          1          6          3          1          8
Vardas824             Pavarde824          2          4          7          6          8
Vardas825             Pavarde825          2          5          4          2          6
Vardas826             Pavarde826          9          8          1          3          1
Vardas827             Pavarde827          1          5          5          4          6
Vardas828             Pavarde828          5          2          4          8          10
Vardas829             Pavarde829          8          9          6          3          5
Vardas830             Pavarde830          4          2          7          10          8
Vardas831             Pavarde831          7          7          8          4          4
Vardas832             Pavarde832          9          6          8          5          8
Vardas833             Pavarde833          2          7          4          5          4
Vardas834             Pavarde834          1          2          7          4          7
Vardas835             Pavarde835          7          5          10          7          3
Vardas836             Pavarde836          1          6          2          5          10
Vardas837             Pavarde837          10          4          4          8          2
Vardas838             Pavarde838          6          1          7          10          1
Vardas839             Pavarde839          5          5          3          6          5
Vardas840             Pavarde840          7          1          3          2          5
Vardas841             Pavarde841          5          10          9          1          7
Vardas842             Pavarde842          6          5          2          4          9
Vardas843             Pavarde843          7          1          1          5          8
Vardas844             Pavarde844          6          1          4          5          3
Vardas845             Pavarde845          10          3          5          2          8
Vardas846             Pavarde846          9          8          8          7          7
Vardas847             Pavarde847          5          7          1          8          3
Vardas848             Pavarde848          3          3          10          5          1
Vardas849             Pavarde849          3          9          8          6          8
Vardas850             Pavarde850          9          8          6          5          1
Vardas851             Pavarde851          5          10          1          4          10
Vardas852             Pavarde852          1          3          10          4          8
Vardas853             Pavarde853          7          8          1          7          2
Vardas854             Pavarde854          4          9          2          2          7
Vardas855             Pavarde855          8          2          5          9          7
Vardas856             Pavarde856          8          4          6          7          9
Vardas857             Pavarde857          1          10          5          6          2
Vardas858             Pavarde858          8          2          2          8          10
Vardas859             Pavarde859          3          10          10          3          8
Vardas860             Pavarde860          1          5          8          6          6
Vardas861             Pavarde861          3          1          5          6          5
Vardas862             Pavarde862          8          10          9          7          4
Vardas863             Pavarde863          9          10          1          2          7
Vardas864             Pavarde864          10          9          3          8          4
Vardas865             Pavarde865          1          5          4          10          6
Vardas866             Pavarde866          5          7          7          7          8
Vardas867             Pavarde867          5          4          10          8          4
Vardas868             Pavarde868          8          10          6          4          2
Vardas869             Pavarde869          9          9          10          8          5
Vardas870             Pavarde870          1          2          6          3          1
Vardas871             Pavarde871          8          2          2          6          4
Vardas872             Pavarde872          10          8          2          2          2
Vardas873             Pavarde873          7          1          3          4          8
Vardas874             Pavarde874          8          4          9          2          9
Vardas875             Pavarde875          5          5          9          8          3
Vardas876             Pavarde876          6          8          4          7          2
Vardas877             Pavarde877          10          8          4          2          8
Vardas878             Pavarde878          4          5          6          7          2
Vardas879             Pavarde879          8          7          10          9          6
Vardas880             Pavarde880          6          6          7          8          5
Vardas881             Pavarde881          7          2          1          5          4
Vardas882             Pavarde882          1          7          8          8          5
Vardas883             Pavarde883          6          8          10          9          8
Vardas884             Pavarde884          7          2          4          1          9
Vardas885             Pavarde885          9          5          5          4          6
Vardas886             Pavarde886          3          6          1          9          1
Vardas887             Pavarde887          4          5          9          8          7
Vardas888             Pavarde888          4          2          5          1          6
Vardas889             Pavarde889          10          4          4          6          10
Vardas890             Pavarde890          8          6          7          3          9
Vardas891             Pavarde891          9          10          3          6          8
Vardas892             Pavarde892          2          1          9          2          5
Vardas893             Pavarde893          5          8          3          1          1
Vardas894             Pavarde894          1          3          4          5          3
Vardas895             Pavarde895          8          2          10          5          4
Vardas896             Pavarde896          5          10          7          4          6
Vardas897             Pavarde897          8          5          1          6          4
Vardas898             Pavarde898          6          10          3          5          8
Vardas899             Pavarde899          3          1          2          6          2
Vardas900             Pavarde900          3          2          5          2          1
Vardas901             Pavarde901          2          1          3          1          10
Vardas902             Pavarde902          10          10          5          3          6
Vardas903             Pavarde903          2          4          6          5          8
Vardas904             Pavarde904          5          4          5          4          1
Vardas905             Pavarde905          1          4          9          6          10
Vardas906             Pavarde906          8          3          5          9          7
Vardas907             Pavarde907          2          10          8          9          8
Vardas908             Pavarde908          5          2          3          7          5
Vardas909             Pavarde909          3          3          8          6          4
Vardas910             Pavarde910          1          1          4          7          9
Vardas911             Pavarde911          1          9          5          6          2
Vardas912             Pavarde912          10          8          3          6          1
Vardas913             Pavarde913          2          6          10          6          5
Vardas914             Pavarde914          6          9          10          4          8
Vardas915             Pavarde915          2          10          1          8          3
Vardas916             Pavarde916          2          1          5          2          5
Vardas917             Pavarde917          9          5          1          6          10
Vardas918             Pavarde918          3          3          5          8          7
Vardas919             Pavarde919          2          10          10          4          10
Vardas920             Pavarde920          1          8          5          6          1
Vardas921             Pavarde921          8          5          6          2          3
Vardas922             Pavarde922          6          10          1          9          7
Vardas923             Pavarde923          6          2          2          1          3
Vardas924             Pavarde924          1          4          4          1          6
Vardas925             Pavarde925          2          2          1          4          9
Vardas926             Pavarde926          8          10          9          10          4
Vardas927             Pavarde927          9          4          5          8          6
Vardas928             Pavarde928          9          6          2          4          4
Vardas929             Pavarde929          2          1          8          8          8
Vardas930             Pavarde930          6          4          8          2          3
Vardas931             Pavarde931          1          2          3          2          9
Vardas932             Pavarde932          1          4          8          2          6
Vardas933             Pavarde933          6          1          6          5          4
Vardas934             Pavarde934          2          4          1          2          9
Vardas935             Pavarde935          5          2          7          10          1
Vardas936             Pavarde936          9          5          2          6          7
Vardas937             Pavarde937          8          3          1          6          10
Vardas938             Pavarde938          8          1          1          8          7
Vardas939             Pavarde939          2          9          10          5          4
Vardas940             Pavarde940          9          4          8          8          2
Vardas941             Pavarde941          4          9          1          2          5
Vardas942             Pavarde942          2          10          2          2          7
Vardas943             Pavarde943          1          9          5          10          10
Vardas944             Pavarde944          7          6          2          1          2
Vardas945             Pavarde945          2          3          7          8          5
Vardas946             Pavarde946          10          8          1          3          9
Vardas947             Pavarde947          9          1          3          9          2
Vardas948             Pavarde948          6          2          4          4          5
Vardas949             Pavarde949          7          9          9          4          10
Vardas950             Pavarde950          3          9          2          4          9
Vardas951             Pavarde951          9          6          7          2          6
Vardas952             Pavarde952          3          7          6          10          2
Vardas953             Pavarde953          3          7          7          10          8
Vardas954             Pavarde954          4          3          8          3          7
Vardas955             Pavarde955          2          1          8          6          8
Vardas956             Pavarde956          4          9          7          2          10
Vardas957             Pavarde957          8          5          1          10          4
Vardas958             Pavarde958          6          7          4          10          10
Vardas959             Pavarde959          1          10          2          9          10
Vardas960             Pavarde960          10          6          5          8          4
Vardas961             Pavarde961          3          7          5          5          9
Vardas962             Pavarde962          8          3          9          8          7
Vardas963             Pavarde963          7          4          9          9          10
Vardas964             Pavarde964          8          8          5          3          6
Vardas965             Pavarde965          1          1          2          4          6
Vardas966             Pavarde966          3          5          1          9          2
Vardas967             Pavarde967          3          9          6          9          4
Vardas968             Pavarde968          3          3          2          4          10
Vardas969             Pavarde969          4          6          7          6          3
Vardas970             Pavarde970          4          1          6          7          7
Vardas971             Pavarde971          4          4          10          4          3
Vardas972             Pavarde972          1          5          2          3          5
Vardas973             Pavarde973          4          2          6          3          1
Vardas974             Pavarde974          2          7          5          7          1
Vardas975             Pavarde975          7          6          1          2          4
Vardas976             Pavarde976          9          7          4          2          1
Vardas977             Pavarde977          3          2          7          1          1
Vardas978             Pavarde978          6          2          4          10          9
Vardas979             Pavarde979          4          1          6          8          9
Vardas980             Pavarde980          1          2          4          2          4
Vardas981             Pavarde981          10          1          5          4          10
Vardas982             Pavarde982          10          3          10          5          3
Vardas983             Pavarde983          10          10          10          8          9
Vardas984             Pavarde984          8          9          10          6          9
Vardas985             Pavarde985          9          5          1          4          4
Vardas986             Pavarde986          6          6          4          5          6
Vardas987             Pavarde987          6          6          6          5          6
Vardas988             Pavarde988          5          2          6          10          7
Vardas989             Pavarde989          4          1          2          7          8
Vardas990             Pavarde990          3          6          10          9          9
Vardas991             Pavarde991          7          10          9          6          2
Vardas992             Pavarde992          10          5          8          10          5
Vardas993             Pavarde993          8          4          2          8          6
Vardas994             Pavarde994          2          9          9          4          10
Vardas995             Pavarde995          2          9          8          7          3
Vardas996             Pavarde996          6          4          3          7          7
Vardas997             Pavarde997          9          7          2          1          4
Vardas998             Pavarde998          5          6          10          6          8
Vardas999             Pavarde999          2          3          9          7          1
Vardas1000             Pavarde1000          8          7          1          4          5
